source,sentence,cause_start,cause_end,effect_start,effect_end
MedCaus," When the disco craze ended in 1979 , and record sales for both the Bee Gees and Casablanca 's Village People plummeted , the company 's fate was sealed . ''",1.0,109.0,120.0,145.0
MedCaus," Most people are able to experience humour ` Äî be amused , smile or laugh at something funny ` Äî and thus are considered to have a sense of humour . ''",1.0,87.0,96.0,132.0
MedCaus, The gut is modified so that large food particles can be digested .,1.0,20.0,29.0,65.0
MedCaus," Such a weak star would not have been able to sustain liquid water on Earth 's surface , and thus life should not have been able to develop . ''",1.0,78.0,93.0,131.0
MedCaus," The machine lifts the '' '' bush '' '' from the ground and shakes it , then inverts the bush , leaving the plant upside down on the ground to keep the peanuts out of the soil . ''",129.0,163.0,85.0,125.0
MedCaus, Sometimes the healthcare worker has to provide the information - if required by law or in response to a court order .,103.0,116.0,11.0,63.0
MedCaus," In placental mammals , the egg itself is void of yolk , but develops an umbilical cord from structures that in reptiles would form the yolk sac . ''",83.0,140.0,57.0,82.0
MedCaus, Patents are justified on the grounds that inventors must be protected so they have incentive to invent .,1.0,70.0,74.0,103.0
MedCaus," Above all , he emphasised the importance of a powerful military to protect the state 's disconnected territories , while the Edict of Potsdam -LRB- 1685 -RRB- opened Brandenburg - Prussia for the immigration of Protestant refugees -LRB- especially Huguenots -RRB- , and he established a bureaucracy to carry out state administration efficiently . ''",267.0,287.0,300.0,333.0
MedCaus," When there is light present , glutamate secretion ceases thus no longer inhibiting the bipolar cell from releasing neurotransmitters to the ganglion cell and therefore an image can be detected . ''",1.0,50.0,58.0,184.0
MedCaus," Indian classical dance styles , like ballet , are often in dramatic form , so that there is a similar complementarity between narrative expression and '' '' pure '' '' dance . ''",45.0,68.0,158.0,162.0
MedCaus," From the Constitutional amendment of 1986 the President 's duties were curtailed to a significant extent , and they are now largely ceremonial ; most political power thus lies in the hands of the Prime Minister .",108.0,143.0,172.0,211.0
MedCaus," Then the speaker has temporary possession of the listener 's ear , so the listener has granted the speaker temporary control over what the listener hears . ''",1.0,61.0,68.0,148.0
MedCaus, A number of biochemical tests have been developed to enable earlier detection .,1.0,50.0,54.0,78.0
MedCaus," For example , in the response to insulin , the phosphorylation of multiple enzymes , including glycogen synthase , helps control the synthesis or degradation of glycogen and allows the cell to respond to changes in blood sugar . ''",31.0,33.0,114.0,221.0
MedCaus, In infrequent cases a woman may have a long vagina but short fingers and thus may not be able to place the cap correctly .,21.0,69.0,79.0,121.0
MedCaus," He built a Crookes tube with a '' '' window '' '' in the end made of thin aluminum , facing the cathode so the cathode rays would strike it -LRB- later called a '' '' Lenard tube '' '' -RRB- . ''",153.0,161.0,70.0,85.0
MedCaus," Although this increase is generally very small , sweat contains water and electrolytes , which increase electrical conductivity , thus lowering the electrical resistance of the skin . ''",88.0,115.0,131.0,177.0
MedCaus," Then , a matching antibody is applied over the surface so it can bind to the antigen .",8.0,55.0,59.0,85.0
MedCaus," The proton has a charge that is equal and opposite , and thus + 1.6022 ?",1.0,42.0,58.0,71.0
MedCaus, Freeman wanted to simplify the procedure so that it could be carried out by psychiatrists in psychiatric hospitals .,1.0,41.0,45.0,115.0
MedCaus," In nephrotic syndrome , the glomerulus has been damaged so that a large amount of protein in the blood enters the urine .",25.0,56.0,65.0,120.0
MedCaus," One of his most memorable war speeches came on 10 November 1942 at the Lord Mayor 's Luncheon at Mansion House in London , in response to the Allied victory at the Second Battle of El Alamein . ''",136.0,184.0,1.0,114.0
MedCaus, Maintenance therapy with the drug -LRB- versus intermittent or sporadic therapy -RRB- lessens the likelihood of developing antibodies to infliximab which are known to reduce the efficacy of the drug .,1.0,34.0,87.0,199.0
MedCaus, This means it works by blocking sodium channels and thus decreasing the rate of contractions of the heart .,24.0,48.0,58.0,106.0
MedCaus, arthrodesis ` Äì surgical connection of adjacent bones so the bones can grow together into one .,15.0,49.0,56.0,91.0
MedCaus," Normally functioning cilia determine the position of the internal organs during early embryological development , and so embryos with PCD have a 50 % chance of developing situs inversus . ''",1.0,100.0,119.0,177.0
MedCaus," Using principles of Pavlovian conditioning , different physiological systems in dogs were perturbed to elicit a conditioned response to food . ''",44.0,90.0,101.0,136.0
MedCaus," It generally forms under otherwise clear or nearly clear skies , so people sometimes also refer to it as clear - sky precipitation . ''",1.0,57.0,66.0,117.0
MedCaus," Some other species of primate -LRB- apes , chimpanzees , gorillas , bonobos and orangutans -RRB- show laughter - like vocalizations in response to physical contact such as wrestling , play chasing or tickling . ''",1.0,132.0,145.0,200.0
MedCaus," The museum has developed their personal app , called MoMAR Gallery , that museum guests can download and use in the Augmented Reality specialized gallery in order to view the museum 's paintings in a different way . ''",1.0,40.0,164.0,210.0
MedCaus," Software packages known as rootkits allow this concealment , by modifying the host 's operating system so that the malware is hidden from the user . ''",60.0,96.0,107.0,142.0
MedCaus," In sponges and cnidarians the dividing eggs develop directly into a simple larva , rather like a morula with cilia . ''",16.0,39.0,45.0,75.0
MedCaus," Although the literature commonly cites a greater concentration of nerve endings and therefore greater sensitivity near the vaginal entrance -LRB- the outer one - third or lower third -RRB- , some scientific examinations of vaginal wall innervation indicate no single area with a greater density of nerve endings . ''",34.0,72.0,141.0,177.0
MedCaus," If the effect develops more slowly , the predator may learn to avoid that species in future . ''",1.0,28.0,36.0,85.0
MedCaus," Affects high in motivational intensity , thus , narrow cognitive scope making people able to focus more on central information .",49.0,71.0,79.0,127.0
MedCaus, Cardiac systole is the contraction of the cardiac muscle in response to an electrochemical stimulus to the heart 's cells -LRB- cardiomyocytes -RRB- .,73.0,122.0,20.0,57.0
MedCaus," Sepsis may develop , so blood cultures should be obtained . ''",1.0,11.0,22.0,49.0
MedCaus, Doctors in the Soviet Union concluded that the procedure was '' '' contrary to the principles of humanity '' '' and '' '' ' through lobotomy ' an insane person is changed into an idiot . '' '' '',117.0,119.0,123.0,163.0
MedCaus," Physostigmine also increases outflow of the aqueous humor in the eye , making it useful in the treatment of glaucoma .",1.0,69.0,82.0,117.0
MedCaus, Hummingbirds already expend a lot of energy and thus have high oxygen demands and yet Andean hummingbirds have been found to thrive in high altitudes .,1.0,48.0,54.0,78.0
MedCaus," In a case resolved in 2015 , the MPAA and others supported the United States International Trade Commission -LRB- ITC -RRB- 's decision to consider electronic transmissions to the U.S. as '' '' articles '' '' so that it could prevent the importation of digital files of counterfeit goods . ''",28.0,194.0,207.0,267.0
MedCaus," Defecography studies demonstrated that degrees of internal intussusception are present in 40 % of asymptomatic subjects , raising the possibility that it represents a normal variant in some , and may predispose patients to develop symptoms , or exacerbate other problems . ''",193.0,211.0,221.0,231.0
MedCaus, If a foetus becomes infected within the first three to four months of gestation then it will fail to develop antibodies towards the virus .,4.0,80.0,86.0,138.0
MedCaus, HBM encourages increasing individuals ' perceived susceptibility to negative health outcomes and making individuals aware of the severity of such negative health behavior outcomes .,1.0,4.0,16.0,180.0
MedCaus," Interoceptors , a term which has lost prevalence in modern literature , were thus confined to visceral involuntary smooth muscle -LRB- e.g. ''",71.0,72.0,78.0,122.0
MedCaus, Laws were passed in some parts of Europe to protect the woad industry from the competition of the indigo trade .,45.0,111.0,1.0,17.0
MedCaus," Each doll was programmed to say four out of 270 possible phrases , so that no two given dolls were likely to be the same . ''",1.0,57.0,71.0,116.0
MedCaus," Women exhibiting binge eating behaviors are found to have increased brain uptake of neuron 5-HT , and therefore less of the neurotransmitter serotonin in the cerebrospinal fluid . ''",1.0,91.0,103.0,172.0
